666	19981206T2100	  0.00
667	19981207T0900	  0.00
668	19981207T2100	  0.00
669	19981208T0900	 14.00
670	19981209T0900	  0.40
671	19981209T0900	  4.40
672	19981209T2100	  0.00
673	19981210T0900	  0.00
674	19981210T2100	  6.80
675	19981211T0900	  1.40
676	19981211T2100	  3.60
677	19981212T0900	  7.60
678	19981212T2100	 10.00
679	19981213T0900	  1.00
680	19981213T2100	 12.60
681	19981214T0900	  3.00
682	19981214T2100	 11.60
683	19981215T0900	  1.20
684	19981215T2100	  7.20
685	19981216T0900	  0.00
686	19981216T2100	  0.00
687	19981217T0900	  0.00
688	19981217T2100	  4.20
689	19981218T0900	  6.20
690	19981218T2100	  8.80
691	19981219T0900	  2.60
692	19981219T2100	  0.40
693	19981220T0900	  0.20
694	19981220T2100	  0.00
695	19981221T0900	  0.00
696	19981221T2100	  2.00
697	19981222T0900	  0.00
698	19981222T2100	  2.40
699	19981223T0900	  2.60
700	19981223T2100	  1.80
701	19981224T0900	  0.00
702	19981224T2100	  8.40
703	19981225T0900	  7.20
704	19981225T2100	 11.20
705	19981226T0900	  1.40
706	19981226T2100	  9.80
707	19981227T0900	  0.00
708	19981227T2100	  8.20
709	19981228T0900	  4.00
710	19981228T2100	  1.40
711	19981229T0900	  0.20
712	19981229T2100	  0.20
713	19981230T0900	  2.40
714	19981230T2100	  0.00
715	19981231T0900	  0.00
716	19981231T2100	  0.80
