19981212T1200   89
19981213T1200   86
19981214T1200   11
19981215T1200   25
19981216T1200   97
19981217T1200   39
19981218T1200   89
19981219T1200  100
19981220T1200  203
19981221T1200  142
19981222T1200   95
19981223T1200   89
19981224T1200   36
19981225T1200  100
19981226T1200   11
19981227T1200   19
19981228T1200   42
19981229T1200    8
19981230T1200  103
19981231T1200   64
